id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
A:P4-NO-005,P4,A,P4-NO-005,K1;K3,NO,Primærproduksjon,Landbruksutdanning som høyeste utdanning blant nye eiere: menn 8.8 prosent og kvinner 3.9 prosent,tall,8.8;3.9,prosent,2024,https://www.nibio.no/tema/landbruksokonomi/grunnlagsmateriale-til-jordbruksforhandlingene/_/attachment/inline/af4e716f-bcc8-4ee5-93f1-a1d6431f2160:d3fb8aa8491cecf701be84aeeeb92e2d21295c0a/UT-3-2026%20Resultatkontrollen%202026_Oppdatert%2012.5.2026.pdf,Budsjettnemnda for jordbruket; SSB,2026-05-12,Resultatkontrollen 2026; tabell 10-11; s.225,,offisiell statistikk gjengitt i offentlig rapport,høy,Nevner: nye eiere etter kjønn; ikke nødvendigvis aktive bønder,P4-A-matkjeden.md
A:P4-NO-006,P4,A,P4-NO-006,K1,NO,Fiskeforedling,Andelen EU11-fødte maskinoperatører steg fra 18.9 til 45.2 prosent,tall,18.9;45.2,prosent,2009;2018,https://tidsskrift.dk/njwls/article/download/132265/177558/290618,Slettebak og Rye; Nordic Journal of Working Life Studies,2022-04-06,Social (Im)mobility in Low-skilled and Low-wage Immigrant Niches; s.29-31; figur 1,,fagfellevurdert registerforskning,høy,Bosatte maskinoperatører i fiskeforedling; EU11 er fødelandsgruppe,P4-A-matkjeden.md
A:P4-NO-007,P4,A,P4-NO-007,K1,NO,Fiskeforedling,Utenlandsfødte utgjorde beregnet 65.7 prosent av bosatte maskinoperatører,tall,65.7,prosent,2018,https://tidsskrift.dk/njwls/article/download/132265/177558/290618,Slettebak og Rye; Nordic Journal of Working Life Studies,2022-04-06,S.29-31; figur 1 og metode,,egen beregning fra fagfellevurdert forskning,høy,Metode: 100-34.3 prosent norskfødte; ikke alle industriansatte,P4-A-matkjeden.md
A:P4-NO-008,P4,A,P4-NO-008,K1,NO,Næringsmiddelindustri,Næringsmiddelindustrien hadde i underkant av 46000 sysselsatte,tall,<46000,personer,2023,https://www.arbeidstilsynet.no/globalassets/rapportar/kompass/kompass-tema-nr-1.-2024-arbeidsulykker-i-industrien.pdf,Arbeidstilsynet; SSB,2024,Kompass Tema 1/2024; s.30; grunnlag SSB 09315,,offisiell statistikk gjengitt i offentlig rapport,høy,Næring 10; avrundet slik rapporten oppgir,P4-A-matkjeden.md
A:P4-NO-009,P4,A,P4-NO-009,K1,NO,Foredling,NAV estimerte mangel på 300 slaktere og fiskehandlere,tall,300,personer,2025,https://www.nav.no/_/attachment/download/70f5589e-0dc3-4166-a20d-2de0658d8a7e:75794e5b17f2303980941f3834e0cedfae442a9e/04-25-Nav-rapport-Navs%20bedriftsunders%C3%B8kelse%202025.%20Stor%20mangel%20p%C3%A5%20folk%20med%20fagbrev.pdf,NAV,2025,Rapport 4/2025; tabell V1; s.24,,offentlig utvalgsundersøkelse,middels,Mangelestimat for yrkesgruppen; alle næringer,P4-A-matkjeden.md
A:P4-NO-010,P4,A,P4-NO-010,K1,NO,Foredling,NAV estimerte mangel på 300 operatører i næringsmiddelproduksjon,tall,300,personer,2025,https://www.nav.no/_/attachment/download/70f5589e-0dc3-4166-a20d-2de0658d8a7e:75794e5b17f2303980941f3834e0cedfae442a9e/04-25-Nav-rapport-Navs%20bedriftsunders%C3%B8kelse%202025.%20Stor%20mangel%20p%C3%A5%20folk%20med%20fagbrev.pdf,NAV,2025,Rapport 4/2025; tabell V1; s.24,,offentlig utvalgsundersøkelse,middels,Mangelestimat; ikke beholdning av ledige stillinger,P4-A-matkjeden.md
A:P4-NO-011,P4,A,P4-NO-011,K1,NO,Transport og logistikk,NAV estimerte mangel på 400 lastebilsjåfører,tall,400,personer,2025,https://www.nav.no/_/attachment/download/70f5589e-0dc3-4166-a20d-2de0658d8a7e:75794e5b17f2303980941f3834e0cedfae442a9e/04-25-Nav-rapport-Navs%20bedriftsunders%C3%B8kelse%202025.%20Stor%20mangel%20p%C3%A5%20folk%20med%20fagbrev.pdf,NAV,2025,Rapport 4/2025; tabell V1; s.24,,offentlig utvalgsundersøkelse,middels,95 prosent konfidensintervall 300-550 personer; ikke mattransport spesielt,P4-A-matkjeden.md
A:P4-NO-012,P4,A,P4-NO-012,K1,NO,Veterinær og mattrygghet,Tilgangen til produksjonsdyrpraksis og vakt er presset i deler av distriktene,fakta,,,2023,https://www.regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/rapport-om-tilgang-pa-veterinartjenester-i-norge-10.03.23.pdf,Landbruks- og matdepartementet; arbeidsgruppe,2023-03-10,Gjennomgang av tilgang på veterinærtjenester; sammendrag og kapittel 7,,offentlig utredning,høy,Utredningens vurdering; særlig lange avstander og lite husdyrgrunnlag,P4-A-matkjeden.md
A:P4-NO-013,P4,A,P4-NO-013,K1,NO,Veterinær og mattrygghet,Større sykdomsutbrudd krever veterinærressurser som ikke uten videre kan hentes fra lokal praksis,fakta,,,2023,https://www.regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/rapport-om-tilgang-pa-veterinartjenester-i-norge-10.03.23.pdf,Landbruks- og matdepartementet; arbeidsgruppe,2023-03-10,Kapittel 10; s.48,,offentlig utredning,høy,Omfatter bemanning; opplæring og smittevernhensyn,P4-A-matkjeden.md
A:P4-NO-014,P4,A,P4-NO-014,K1,NO,Storkjøkken og kokkeyrket,NAV estimerte mangel på 950 kokker,tall,950,personer,2025,https://www.nav.no/_/attachment/download/70f5589e-0dc3-4166-a20d-2de0658d8a7e:75794e5b17f2303980941f3834e0cedfae442a9e/04-25-Nav-rapport-Navs%20bedriftsunders%C3%B8kelse%202025.%20Stor%20mangel%20p%C3%A5%20folk%20med%20fagbrev.pdf,NAV,2025,Rapport 4/2025; tabell V1; s.24,,offentlig utvalgsundersøkelse,middels,Alle næringer; ikke offentlig kjøkkenpersonell alene,P4-A-matkjeden.md
A:P4-NO-015,P4,A,P4-NO-015,K1;K3,NO,Storkjøkken og utdanning,Kokk og ernæringskokk er separate fagbrevsløp,fakta,,,2025-2026,https://www.udir.no/kl06/rm/,Utdanningsdirektoratet,u.å.; lest 2026-09-15,Restaurant- og matfag; tilbudsstruktur 2025-2026,,offentlig utdanningsdokumentasjon,høy,Dokumenterer utdanningsløp; ikke kandidatproduksjon eller bemanning,P4-A-matkjeden.md
A:P4-NO-016,P4,A,P4-NO-016,K1,NO,Fiskeforedling,Registerstudien finner forskjeller i yrkesmobilitet mellom fødelandsgrupper,forskningsfunn,,,2009-2018,https://tidsskrift.dk/njwls/article/download/132265/177558/290618,Slettebak og Rye; Nordic Journal of Working Life Studies,2022-04-06,Resultater og diskusjon; s.35-42,,fagfellevurdert registerforskning,høy,Sammenhenger; ikke identifisert kausal effekt av fødeland,P4-A-matkjeden.md
A:P4-SE-001,P4,A,P4-SE-001,K1,SE,Primærproduksjon,Sverige hadde 54723 jordbruksforetak i 2025; 23 prosent færre enn i 2010,tall,54723;-23,foretak;prosent,2025;2010-2025,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-11-11-jordbruksforetag-och-foretagare-2025,Jordbruksverket,2025-11-11,Jordbruksföretag och företagare 2025; JO0106; sammendrag,,offisiell statistikk,høy,Foretak; ikke arbeidstakere,P4-A-matkjeden.md
A:P4-SE-002,P4,A,P4-SE-002,K1,SE,Primærproduksjon,Andelen innehavere minst 65 år økte fra 27 til over 40 prosent,tall,27;>40,prosent,2010;2025,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-11-11-jordbruksforetag-och-foretagare-2025,Jordbruksverket,2025-11-11,Avsnitt om jordbruksföretagarnas ålder,,offisiell statistikk,høy,Nevner: innehavere av enkeltpersonforetak,P4-A-matkjeden.md
A:P4-SE-003,P4,A,P4-SE-003,K1;K3,SE,Primærproduksjon,24 prosent hadde naturbruksutdanning på videregående nivå; 7 prosent høyere landbruks- skogbruks- eller veterinærutdanning,tall,24;7,prosent,2020,https://tillvaxtverket.se/download/18.4c087c7f19e48e9a765cd56/1779377350373/livsmedelssektorns_kompetensforsorjning_en%20syntesrapport.pdf,Tillväxtverket; SCB,2024-03,Rapport 0476; s.18; vedlegg 1,,offentlig analyse av registerstatistikk,høy,Rapportens primærproduksjonsutvalg; inkluderer blant annet fiske og havbruk,P4-A-matkjeden.md
A:P4-SE-004,P4,A,P4-SE-004,K1,SE,Næringsmiddelindustri,Rapportens industriutvalg sysselsatte omtrent 53000 personer,tall,53000,personer,2020,https://tillvaxtverket.se/download/18.4c087c7f19e48e9a765cd56/1779377350373/livsmedelssektorns_kompetensforsorjning_en%20syntesrapport.pdf,Tillväxtverket; SCB,2024-03,Rapport 0476; s.24; vedlegg 1 s.58,,offentlig analyse av registerstatistikk,høy,Bosatte sysselsatte 16-74 år; SNI 10.1-10.8 samt 11 og 12,P4-A-matkjeden.md
A:P4-SE-005,P4,A,P4-SE-005,K1,SE,Næringsmiddelindustri,Utenlandsfødte utgjorde 31 prosent av industriutvalgets sysselsatte,tall,31,prosent,2020,https://tillvaxtverket.se/download/18.4c087c7f19e48e9a765cd56/1779377350373/livsmedelssektorns_kompetensforsorjning_en%20syntesrapport.pdf,Tillväxtverket; SCB,2024-03,Rapport 0476; s.26,,offentlig analyse av registerstatistikk,høy,Samme bransjeutvalg som P4-SE-004; fødeland,P4-A-matkjeden.md
A:P4-SE-006,P4,A,P4-SE-006,K1,SE,Transport og logistikk,Lastebilsjåfører er klassifisert som mangelyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority; EURES,2026-06-08,Vedlegg; Heavy truck and lorry drivers; trykt s.9,,offentlig sammenstilling,høy,Nasjonal innmelding; ikke mattransport spesielt,P4-A-matkjeden.md
A:P4-SE-007,P4,A,P4-SE-007,K1,SE,Veterinær og mattrygghet,Utredningen konkluderer med mangel på veterinærer og dyresykepleiere,fakta,,,2022,https://www.regeringen.se/contentassets/5a0e209dcee242b6b2a86983c87372c3/sou-2022_58.pdf,Sveriges regering; statlig utredning,2022-11-07,SOU 2022:58; sammendrag s.18-19 og s.24,,offentlig utredning,høy,Historisk vurdering; dekker mer enn produksjonsdyr,P4-A-matkjeden.md
A:P4-SE-008,P4,A,P4-SE-008,K1,SE,Veterinær og mattrygghet,Veterinærer er klassifisert som mangelyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority; EURES,2026-06-08,Vedlegg; Veterinarians; trykt s.17,,offentlig sammenstilling,høy,Ikke en måling av distriktsdekning,P4-A-matkjeden.md
A:P4-DK-001,P4,A,P4-DK-001,K1,DK,Primærproduksjon,Antall landbruks- og gartneribedrifter falt fra 51676 til 27024,tall,51676;27024,bedrifter,2005;2025,https://www.dst.dk/nyt/54456,Danmarks Statistik,2026-06-19,Nyt nr.158; Bedrifter efter bedriftsstørrelse; BDF11/BDF,,offisiell statistikk,høy,Strukturstatistikk; utgiver oppgir 48 prosent nedgang,P4-A-matkjeden.md
A:P4-DK-002,P4,A,P4-DK-002,K1,DK,Primærproduksjon,Antall selvstendige heltidsbønder falt fra 12300 til 7500,tall,12300;7500,personer,2010;2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,DST Analyse 2022:9; hovedresultater,,offisiell registeranalyse,høy,Avgrenset heltidsgruppe; ikke alle bønder,P4-A-matkjeden.md
A:P4-DK-003,P4,A,P4-DK-003,K1,DK,Primærproduksjon,Gjennomsnittsalderen blant selvstendige heltidsbønder økte fra 49.2 til 53.6 år,tall,49.2;53.6,år,2010;2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,DST Analyse 2022:9; hovedresultater,,offisiell registeranalyse,høy,Samme personpopulasjon som P4-DK-002,P4-A-matkjeden.md
A:P4-DK-004,P4,A,P4-DK-004,K1;K3,DK,Primærproduksjon,76 prosent av selvstendige heltidsbønder hadde yrkesutdanning som høyeste fullførte utdanning,tall,76,prosent,2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,DST Analyse 2022:9; utdanningsavsnitt,,offisiell registeranalyse,høy,Ikke nødvendigvis landbruksutdanning,P4-A-matkjeden.md
A:P4-DK-005,P4,A,P4-DK-005,K1,DK,Primærproduksjon,Utenlandsandelen i svineproduksjon økte fra 32 til 51 prosent,tall,32;51,prosent av fulltidsekvivalenter,2008;2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,DST Analyse 2022:4; figur om svineproduktion; vedlegg,,offisiell registeranalyse,høy,Statsborgerskap; ansatte heltidsomregnet,P4-A-matkjeden.md
A:P4-DK-006,P4,A,P4-DK-006,K1,DK,Fiskeforedling,Fiskeforedling sysselsatte 2844 fulltidsekvivalenter,tall,2844,fulltidsekvivalenter,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,DST Analyse 2022:4; tabell C; s.13,,offisiell registeranalyse,høy,Fiskeindustri; ikke fiske og havbruk,P4-A-matkjeden.md
A:P4-DK-007,P4,A,P4-DK-007,K1,DK,Fiskeforedling,Utenlandsk arbeidskraft utgjorde beregnet 29.4 prosent,tall,29.4,prosent av fulltidsekvivalenter,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,DST Analyse 2022:4; tabell C; s.13,,egen beregning fra offisiell statistikk,høy,Metode: 100*(2844-2008)/2844; 2008 er danske fulltidsekvivalenter,P4-A-matkjeden.md
A:P4-DK-008,P4,A,P4-DK-008,K1,DK,Fiske og havbruk,Utenlandsandelen økte fra 8 til 16 prosent,tall,8;16,prosent av fulltidsekvivalenter,2008;2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,DST Analyse 2022:4; bransjefordeling fiskeri og akvakultur,,offisiell registeranalyse,høy,Statsborgerskap; ikke foredlingsarbeidere,P4-A-matkjeden.md
A:P4-DK-009,P4,A,P4-DK-009,K1,DK,Foredling,Slakterier hadde 12365 fulltidsekvivalenter; utenlandsandelen var 33 prosent,tall,12365;33,fulltidsekvivalenter;prosent,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,DST Analyse 2022:4; tabell C; s.13,,offisiell registeranalyse,høy,Slakteribransjen; ikke samlet næringsmiddelindustri,P4-A-matkjeden.md
A:P4-DK-010,P4,A,P4-DK-010,K1,DK,Veterinær og mattrygghet,Veterinærer er klassifisert som mangelyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority; EURES,2026-06-08,Vedlegg; Veterinarians; trykt s.17,,offentlig sammenstilling,høy,Ikke en måling av distriktsdekning,P4-A-matkjeden.md
A:P4-FI-001,P4,A,P4-FI-001,K1,FI,Primærproduksjon,Finland hadde 39825 landbruks- og hagebruksbedrifter,tall,39825,bedrifter,2025,https://www.luke.fi/en/statistics/structure-of-agricultural-and-horticultural-enterprises/structure-of-agricultural-and-horticultural-enterprises-2025,Luke,2026-04-30,Structure of agricultural and horticultural enterprises 2025; hovedresultater,,offisiell statistikk,høy,Bedrifter; ikke arbeidstakere,P4-A-matkjeden.md
A:P4-FI-002,P4,A,P4-FI-002,K1,FI,Primærproduksjon,Jordbruk og hagebruk hadde 118000 arbeidende personer og 55000 årsarbeidsenheter,tall,118000;55000,personer;AWU,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,Agricultural and horticultural labour force 2023; hovedresultater,,offisiell statistikk,høy,Inkluderer bønder og familiearbeid,P4-A-matkjeden.md
A:P4-FI-003,P4,A,P4-FI-003,K1,FI,Primærproduksjon,Bedriftsantallet falt 22 prosent og arbeidsinnsatsen 24 prosent uten tilsvarende tydelig produksjonsnedgang,tall,-22;-24,prosent,2013-2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,Avsnitt om utvikling over ti år,,offisiell statistikk og myndighetsbeskrivelse,høy,Endring i bedrifter og arbeid; ikke et mål på kompetansetap,P4-A-matkjeden.md
A:P4-FI-004,P4,A,P4-FI-004,K1,FI,Primærproduksjon,Utenlandsandelen blant fast arbeidskraft var omtrent 24 prosent,tall,24,prosent av personer,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,Avsnitt om hired labour og foreign labour,,egen beregning fra offisiell statistikk,middels,Metode: omtrent 2600/11000*100; avrundet nevner; Lukes arbeidskraftkategorier,P4-A-matkjeden.md
A:P4-FI-005,P4,A,P4-FI-005,K1,FI,Primærproduksjon,Utenlandsandelen blant kortvarig arbeidskraft var omtrent 57 prosent,tall,57,prosent av personer,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,Avsnitt om hired labour og foreign labour,,egen beregning fra offisiell statistikk,middels,Metode: omtrent 13200/23000*100; kortvarig er ikke nødvendigvis sesong,P4-A-matkjeden.md
A:P4-FI-006,P4,A,P4-FI-006,K1,FI,Transport og logistikk,Lastebilsjåfører er klassifisert som overskuddsyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority; EURES,2026-06-08,Vedlegg; Heavy truck and lorry drivers; trykt s.9,,offentlig sammenstilling,høy,Nasjonal innmelding; kan skjule lokale eller kompetansespesifikke forskjeller,P4-A-matkjeden.md
A:P4-FI-007,P4,A,P4-FI-007,K1,FI,Storkjøkken,Cook & Serve omfatter bruk av råvarer samt halvfabrikata og ferdig tilberedte komponenter,fakta,,,2019,https://www.oph.fi/sites/default/files/documents/um_casestudyfinland_schoolfeeding_june2019_netti.pdf,Finnish National Agency for Education; Ministry for Foreign Affairs,2019,School Meals for All; s.17-18; tabell 3,,offentlig fagpublikasjon,høy,Metodebeskrivelse; ingen nasjonal prosentandel fra bunnen,P4-A-matkjeden.md
A:P4-FI-008,P4,A,P4-FI-008,K1;K3,FI,Storkjøkken,Relevant yrkeskvalifikasjon beskrives som vanlig blant kjøkkenpersonell utenom rene serveringspunkter,fakta,,,2019,https://www.oph.fi/sites/default/files/documents/um_casestudyfinland_schoolfeeding_june2019_netti.pdf,Finnish National Agency for Education; Ministry for Foreign Affairs,2019,School Meals for All; s.18 under tabell 3,,offentlig fagpublikasjon,middels,Generell beskrivelse; ikke målt andel fagutdannede,P4-A-matkjeden.md
A:P4-IS-001,P4,A,P4-IS-001,K1,IS,Primærproduksjon,Antall gårder i fem regnskapsførte produksjonsgrener falt fra 2795 til 2421,tall,2795;2421,gårder,2008;2020,https://statice.is/publications/news-archive/agriculture/income-statement-and-balance-sheet-for-agriculture-2008-2020/,Hagstofa Íslands,2022-06-02,Income statement and balance sheet for agriculture 2008-2020; avsnitt om antall gårder,,offisiell statistikk,høy,Sau; melk; annet storfe; planter; pelsdyr. Ikke komplett gårdspopulasjon,P4-A-matkjeden.md
