GODKJENT,GODKJENNINGSNUMMER,PRODUKSJONSFORMER,VIRKSOMHETSNAVN,BEDRIFTSNR,ADRESSE,POSTNR,POSTSTED,TELEFON,TELEFAX,KOMMUNENR,KOMMUNE,FYLKENR,FYLKE
,NO14051183,I,JENS EIDE AS,886396732,Gaupemyrheia 16,4790,LILLESAND,37270228,37270180,4215,Lillesand,42,Agder
,NO18052260,M,JENS PEDER NIELSEN,973735098,Sigdalsveien 603,3340,ÅMOT,,,3316,Modum,33,Buskerud
,NO12050832,M,JENSEN & CO AS,819056722,Tærudgata 16,2004,LILLESTRØM,,,3205,Lillestrøm,32,Akershus
,NO22053455,M,JENSEN & CO AS,819056722,Tærudgata 16,2004,LILLESTRØM,,,3205,Lillestrøm,32,Akershus
,NO18052520,N,JEROEN BODE,912347214,Lauvåsvegen 46,5550,SVEIO,53 74 07 23,bodewinter@hotmail.com,4612,Sveio,46,Vestland
,NO19052855,Q,J.M.MYHR TRANSPORT AS,999572987,Nesset 251,7629,YTTERØY,,,5037,Levanger,50,Trøndelag
,NO20053013,Q,JOAR ANDRÉ ONSTAD,,TRONDHEIMSVEIEN 7,2013,SKJETTEN,,,,,,
,NO15051567,R,JOAR SVENDGÅRD,986718761,Svendgårdsvegen 12,7620,SKOGN,,,5037,Levanger,50,Trøndelag
,NO18052305,N,JOHANNES NEERGÅRD,978393470,Berg Vestre,7670,INDERØY,,,5053,Inderøy,50,Trøndelag
,NO11050690,Q,JOHN JAKOBSEN TRANSPORT AS,984131860,Foldvik,9470,GRATANGEN,,,5516,Gratangen,55,Troms
,NO21053182,R,JOHN KRISTIAN STOLTZ,973580566,Dale,9475,BORKENES,,,5510,Kvæfjord,55,Troms
,NO11050511,I,JOHS H GIÆVER AS AVD HAVNNES,973067427,Djupvik,9146,OLDERDALEN,77764400,77764484,5544,Nordreisa,55,Troms
,NO18052012,N,JOKER FLATRAKET,971759208,Seljevegen 770,6717,FLATRAKET,57 85 81 91,,4649,Stad,46,Vestland
,NO12050920,M,JOKER TINGVATN,971666188,Birkeland,4595,TINGVATN,38 34 87 55,,4226,Hægebostad,42,Agder
,NO26054289,N,JOKER TORPA,987577975,Nord-Torpvegen 457,2880,NORD-TORPA,,,3448,Nordre Land,34,Innlandet
,NO19052703,N,JOKER VATLANDSVÅG,988765791,Vatlandsvågen 19,4235,HEBNES,52 79 61 00,,1134,Suldal,11,Rogaland
,NO14051234,Q,JOMAR SKÅNØY AS,973343343,,7100,RISSA,,,5054,Indre Fosen,50,Trøndelag
,NO16051752,R,JON ERIK RONGLAN,974329891,Eknesvegen 709,7623,RONGLAN,,,5037,Levanger,50,Trøndelag
,NO18052156,N,JON FROESTAD,978168167,Tonsveien 254,3370,VIKERSUND,,,3316,Modum,33,Buskerud
,NO11050765,Q,JON KAULUM TRANSPORT AS,985841993,Hagehaugvegen 18 B,2613,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO11050422,P,JO-RO DA,989386301,Langryggveien 126,8430,Myre,,,1868,Øksnes,18,Nordland
,NO26054440,N,JORUNN KARIN HANSEN HEIMDAL,,Spannalia 18 A,5542,KARMSUND,,,,,,
,NO16051749,R,JOSTEIN OLAV JØRSTAD,974037831,Jystad Søndre,7670,INDERØY,,,5053,Inderøy,50,Trøndelag
,NO11050692,Q,JS TRANSPORT AS,971841877,Gaupåsveien 215,5265,Ytre Arna,,,4601,Bergen,46,Vestland
,NO18052095,N,JTS GOURMET AS,972189707,Gamle Hobølvei 21,1550,HØLEN,64 95 76 69,64 95 72 15,3216,Vestby,32,Akershus
,NO11050593,N,JULA NORGE AS AVD 600 HOVEDKONTOR,994551833,Solheimsveien 6-8,1473,LØRENSKOG,,,3222,Lørenskog,32,Akershus
,NO21053181,,JULIAN PARIS AS,926220101,Olav Kyrres gate 23,3046,DRAMMEN,,,3301,Drammen,33,Buskerud
,NO26054238,,JULIE NAUSTVIK ØLBERG,,Skjerpeveien 10,4376,HELLELAND,,,,,,
,NO13051128,I,JÆREN GULROT AS,973890611,Gamlevegen 40,4351,KLEPPE,,,1120,Klepp,11,Rogaland
,NO20053003,N,JØRGEN HELDAHL,988811629,Hellemsveien 200,7165,OKSVOLL,,,5057,Ørland,50,Trøndelag
,NO18052620,N,JØRUND MAGNUS KALVEHAGEN,,Holteveien 44,4886,GRIMSTAD,,,,,,
,NO23053533,O,JØRUND RINGSET,,RINGSETVEGEN 15,6212,LIABYGDA,,,,,,
,NO11050693,NQ,K K MILJØ & RESSURS AS,985350086,Vangsvegen 1011,2324,VANG PÅ HEDMARKEN,,,3403,Hamar,34,Innlandet
,NO11050693,NQ,K K MILJØ & RESSURS AS,985350086,Bekkevold,2324 ,Vang i Hedmark,,,3403,Hamar,34,Innlandet
,NO18052534,N,Kaia mat og service AS,974080346,Amtskaivegen 8,6729,KALVÅG,57 79 10 10,57 79 21 17,4648,Bremanger,46,Vestland
,NO10050115,H,KAISA HUNDEFÔR V/ TOVE R ÅSERØD,982530121,Hovdenveien 100,1708,SARPSBORG,48268960,,3105,Sarpsborg,31,Østfold
A,NO23053569,QT,KALLEBERG TRANSPORT,977432901,Langeland 26,4560,VANSE,,,4206,Farsund,42,Agder
,NO19052976,M,KAMILLA JÆGERUD,,Liermosen 127,1940,BJØRKELANGEN,,,,,,
,NO22053379,N,KANDAL YSTERI OG GARDSMAT DA,826778512,Kandalsvegen 1362,6823,SANDANE,,,4650,Gloppen,46,Vestland
,NO18052557,N,KARI LINDSTEDT,894448652,Nedre Sveen,2580,Folldal,41425070,,3429,Folldal,34,Innlandet
,NO18052636,R,KARL FREDRIK OKKENHAUG,978336795,Sandvollanvegen 250A,7670,INDERØY,,,5053,Inderøy,50,Trøndelag
,NO15051549,P,KARMSUND BULK TERMINAL AS,913845528,Husøyveien 244,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO19052866,I,KARMSUND PROTEIN AS,916782039,Husøyvegen 141,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO12050788,Q,KARSTEN FOSSUM AS,971620277,Haredalveien 14,1615,FREDRIKSTAD,69 33 44 21,,3107,Fredrikstad,31,Østfold
,NO10050037,M,Karsten Krogner,972749001,Jan Stenerudsv 12,1900,Fetsund,63 88 49 68,,3205,Lillestrøm,32,Akershus
,NO19052906,I,KD Norway AS,979457197,Strandgata 60,6270,BRATTVÅG,70 20 98 00,,1580,Haram,15,Møre og Romsdal
,NO23053524,Q,KE ENTREPRENØR AS,912567907,Håkon Håkonssons vei 301,1852,MYSEN,,,3118,Indre Østfold,31,Østfold
,NO21053314,N,KENNETH SKOGLI TRANSPORT,998574668,Bergevegen 38,4160,FINNØY,,,1103,Stavanger,11,Rogaland
,NO15051432,Q,KINGSRØD TRANSPORT AS,871602662,Statsminister Torps vei 57,1738,BORGENHAUGEN,,,3105,Sarpsborg,31,Østfold
,NO14051209,I,KINN BRYGGERI AS,894064382,Bjørndalvegen 31,6900,FLORØ,,,4602,Kinn,46,Vestland
,NO15051562,R,KIRSTEN MARIE LYNUM,974036258,Lynumvegen 257,7620,SKOGN,,,5037,Levanger,50,Trøndelag
,NO15051493,Q,KISEGRENDA SAMDRIFT DA,997703510,Kisevegen 330,2350,NES PÅ HEDMARKEN,,,3411,Ringsaker,34,Innlandet
,NO19052761,N,KIWI AVD 002 REINSVOLL,974288958,Solvangvegen 2,2840,REINSVOLL,61 15 99 50,,3443,Vestre Toten,34,Innlandet
,NO19052774,N,KIWI AVD 006 BRUMUNDDAL,972005037,Furnesvegen 20A,2382,BRUMUNDDAL,62 34 32 30,,3411,Ringsaker,34,Innlandet
,NO19052752,N,KIWI AVD 019 BRANDBU,874174432,Orhagavegen 11,2760,BRANDBU,61 33 46 55,61 33 59 15,3446,Gran,34,Innlandet
,NO19052753,N,KIWI AVD 023 HARESTUA,973434845,Furuveien 2,2743,HARESTUA,61 32 30 77,61 32 37 81,3234,Lunner,32,Akershus
,NO19052769,N,KIWI AVD 026 ØYER,971924659,Kongsvegen 10,2636,ØYER,61 27 71 33,61 27 70 88,3440,Øyer,34,Innlandet
,NO19052759,N,KIWI AVD 035 ROA,994235621,Hadelandsvegen 2121,2740,ROA,,,3234,Lunner,32,Akershus
,NO19052772,N,KIWI AVD 048 VINSTRA,974288850,Vinstragata 97,2640,VINSTRA,61 29 15 22,,3436,Nord-Fron,34,Innlandet
,NO19052763,N,KIWI AVD 050 STRANDG GJØVIK,976726332,Strandgata 13,2815,GJØVIK,61 18 33 60,61 18 33 61,3407,Gjøvik,34,Innlandet
,NO19052764,N,KIWI AVD 055 KIRKEBY,913052358,Kasper Andresens veg 5,2816,GJØVIK,,,3407,Gjøvik,34,Innlandet
,NO19052770,N,KIWI AVD 057 HARPEFOSS,974115298,Moavegen 1A,2647,SØR-FRON,61 29 84 80,61 29 99 61,3438,Sør-Fron,34,Innlandet
,NO19052760,N,KIWI AVD 067 GRAN,997478460,Skolelia 2,2750,GRAN,,,3446,Gran,34,Innlandet
,NO19052773,N,KIWI AVD 077 VINGNES,917010692,Vingnesgata 24,2608,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO19052771,N,KIWI AVD 079 SØRE ÅL,916294816,Hagevegen 8B,2613,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO19052775,N,KIWI AVD 212 CC MART'N HAMAR,914538939,Ringgata 53,2318,HAMAR,,,3403,Hamar,34,Innlandet
,NO16051705,N,KIWI ØLENSVÅG,981666313,Haukelivegen 670,5582,ØLENSVÅG,53 76 90 85,,1160,Vindafjord,11,Rogaland
,NO19052765,N,KIWI 204 SKREIA,980952991,Rossgutua 4,2848,SKREIA,61 14 25 00,61 14 25 32,3442,Østre Toten,34,Innlandet
,NO19052767,N,KIWI 232 STORGATA,973128647,Storgata 62,2609,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO19052766,N,KIWI 233 STAMPA,973128663,Nordsetervegen 42,2618,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO19052768,N,KIWI 234 SMESTAD,973128671,Sigrid Undsets veg 56,2624,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO20053140,Q,KJELL BIRKENES TRANSPORT,979168977,Varhaugvegen 52,5430,BREMNES,,,4613,Bømlo,46,Vestland
,NO18052458,N,KJELL MAGNE ENG,978005500,Finnestadveien 446,1880,EIDSBERG,,,3118,Indre Østfold,31,Østfold
,NO19052952,K,KJELLMI AS,982310385,Båtavika 20,5630,STRANDEBARM,,,4622,Kvam,46,Vestland
,NO20053157,I,KJELSTAD BAKERI AS AVD KRABY,971719362,Kraby Næringspark,2850,LENA,61 14 39 00,61 14 39 01,3442,Østre Toten,34,Innlandet
,NO18052164,NR,KJØNDAL GÅRD & MASKIN,998272505,c/o Eivind Kjøndal,3261,LARVIK,,,3909,Larvik,39,Vestfold
,NO20053123,NR,KJØNDAL GÅRD & MASKIN,998272505,c/o Eivind Kjøndal,3261,LARVIK,,,3909,Larvik,39,Vestfold
,NO15051477,I,KLAR. AS,994733311,Leikvollbakken 1,4073,RANDABERG,,,1127,Randaberg,11,Rogaland
,NO19052822,R,KLERUD DA,988475920,Kongsbakkveien 77,1870,ØRJE,,,3122,Marker,31,Østfold
,NO18052171,N,KLEVEN BESØKSGÅRD AS,995818922,Skjulstadveien 186,1746,SKJEBERG,,,3105,Sarpsborg,31,Østfold
,NO10050326,Q,KLUNGERVIK ARNSTEIN,974285754,Ingen gateadresse,7257,SNILLFJORD,72 45 58 04,,5055,Heim,50,Trøndelag
,NO18052614,H,KLØVERBAKERIET AS,881182882,Øvre Flatåsveg 20,7079,FLATÅSEN,72 59 02 37,72 58 29 77,5001,Trondheim,50,Trøndelag
,NO21053320,O,KNAPPER ALPAKKA,993445363,Risåsvegen 71,2436,VÅLER I SOLØR,,,3419,Våler (Hedm.),34,Innlandet
,NO13051093,O,KNUT ERIK HALVORSEN,974141795,Johnstengata 1,1640,RÅDE,,,3112,Råde,31,Østfold
,NO18052085,O,Knut Milde,996717046,Høljarvegen 51,5243,fana,91829232,,4601,Bergen,46,Vestland
,NO12050795,Q,Knutzen transport as,987058781,Kjøstadveien 258,2340,Løten,,,3412,Løten,34,Innlandet
,NO18052412,,Kogstadmjølk DA,991369430,Kokstad 25,2022,GJERDRUM,,,3230,Gjerdrum,32,Akershus
,NO22053454,H,KOLSTAD HERBJØRN,878061152,Furukroken 22,7750,NAMDALSEID,,,5007,Namsos,50,Trøndelag
,NO18051969,Q,KOMAS AS,971787546,Øvre Villmones 25,8646,KORGEN,,,1832,Hemnes,18,Nordland
,NO24053781,R,KONRAD MOUM,978394299,Moumsvegen 102,7760,SNÅSA,,komoum@online.no,5041,Snåsa,50,Trøndelag
,NO12050897,M,KORALLEN AS,990511535,Binneveien 102,1596,MOSS,,,3903,Holmestrand,39,Vestfold
,NO19052932,Q,KR TRANSPORT AS,992344091,Storhøggveien 8,8406,SORTLAND,,,1870,Sortland,18,Nordland
,NO25053861,J,KRAGERØ TABLETTPRODUKSJON AS,973124242,Kirkegata 15,3770,KRAGERØ,,,4014,Kragerø,40,Telemark
,NO10050366,Q,KRAKK TRANSPORT AS,974138654,Kårhusfeltet,5578,NEDRE VATS,,,1160,Vindafjord,11,Rogaland
,NO18052211,N,KRAMER MASKINDRIFT AS,987527439,Guslandveien 7,3158,ANDEBU,,,3907,Sandefjord,39,Vestfold
,NO10050318,Q,KRISTENSENS TRANSPORT AS,971975229,Statlandveien,7777,NORD-STATLAND,74 27 95 00,74 27 95 01,5007,Namsos,50,Trøndelag
,NO18052558,N,KRISTIANSAND DYREPARK AS,973147536,Dyreparkveien 1,4636,KRISTIANSAND S,90651906,380 71401,4204,Kristiansand,42,Agder
,NO20053037,L,KRISTIANSAND SMÅDYRKLINIKK LAUVÅSEN AS,922219370,Krittveien 58,4636,KRISTIANSAND S,38 02 02 00,,4204,Kristiansand,42,Agder
,NO19052998,N,KRISTIANSLUND BJØRN,982655455,Tveterveien 168,1746,SKJEBERG,,,3105,Sarpsborg,31,Østfold
,NO16051684,P,KRISTIANSUND BASE AS,994099418,Bruhagen Industripark,6531,AVERØY,,,1554,Averøy,15,Møre og Romsdal
,NO11050506,Q,KRISTOFFER KJOS AS,980018334,Steinsfjerdingen,3512,HØNEFOSS,,,3310,Hole,33,Buskerud
,NO12050892,Q,KRISTOFFER RABSTAD,878508122,RABSTAD,2324,VANG PÅ HEDMARK,,,3403,Hamar,34,Innlandet
,NO15051580,R,KROKEN SAMDRIFT DA,988893897,Kroken samdrift DA,3560,Hemsedal,,,3326,Hemsedal,33,Buskerud
A,NO14051161,A,KRONOS TITAN AS,974106477,Titangata 1,1630,GAMLE FREDRIKSTAD,,,3107,Fredrikstad,31,Østfold
,NO10050126,M,KRUUSE NORGE AS,972349674,Dyrløkkeveien 19,1440,DRØBAK,,,3218,Ås,32,Akershus
,NO11050531,Q,KST AS,993499862,Skatvedtvn. 13,3185 ,Andebu,,,3907,Sandefjord,39,Vestfold
,NO19052824,N,KTD.NO AS,991928766,Løkkedrang,4639,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO15051548,P,KTM SHIPPING AS,973372521,Husøyveien 260,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO11050646,PQ,KUEHNE + NAGEL AS AVD BERGEN,973162756,Damsgårdsveien 135,5160,LAKSEVÅG,,,4601,Bergen,46,Vestland
,NO17051833,P,KUEHNE + NAGEL AS AVD STAVANGER,989998803,Risavika Havnering 247,4056,TANANGER,,,1124,Sola,11,Rogaland
,NO19052805,N,KULP,993907812,Sandsvegen 134,4230,SAND,,,1134,Suldal,11,Rogaland
,NO12050940,N,KVELDE MØLLE,984709412,Kveldeveien 267,3282,KVELDE,,,3909,Larvik,39,Vestfold
,NO25053881,I,KVELDE MØLLE AS,986731032,,3282,KVELDE,33 11 27 00,33 11 27 01,3909,Larvik,39,Vestfold
,NO18052501,N,KVERME GARD DA,911648210,Stokkalandsvegen 60,4363,BRUSAND,,,1119,Hå,11,Rogaland
,NO21053290,P,KVITSØY SJØTJENESTER AS,996503216,Finnestadgeilen 7 - bygg 5,4029,STAVANGER,,,1144,Kvitsøy,11,Rogaland
,NO15051579,I,KYSTBRYGG AS,915825672,Staulhågen 2,8700,NESNA,,,1828,Nesna,18,Nordland
,NO17051848,PQ,KÅRVÅG TRANSPORT,993103373,Tøvikveien 315,6532,AVERØY,,,1554,Averøy,15,Møre og Romsdal
,NO10050179,Q,L GRØNAASEN TRANSPORT AS,971863854,Industrivegen 3,3940,PORSGRUNN,35547500,,4001,Porsgrunn,40,Telemark
,NO18051996,N,L HYLLANDS EFTF AS AVD DAGLIGVARE/PERSONTRANSPORT,873218622,Gudvangen,5747,GUDVANGEN,,,4641,Aurland,46,Vestland
,NO18052674,O,LAILA-DAGNY HETLAND,,Sagaveien 12,4371,EGERSUND,,,,,,
,NO14051367,K,LANCASTER AS,914256437,Myrveien 5,1358,JAR,,,3201,Bærum,32,Akershus
,NO14051221,Q,LANDBRUK ORRE,973157345,Pollestadvegen 341,4343,ORRE,,,1120,Klepp,11,Rogaland
,NO15051426,Q,LANDBRUKSTRANSPORT AS,987551054,Røysumslinna 31,2770,JAREN,,,3446,Gran,34,Innlandet
,NO13051068,Q,LANDSVERK HÅKON,973355309,Løbergvegen 189,3719,SKIEN,,,4003,Skien,40,Telemark
,NO23053518,H,LANGMYR SLAKT AS,828734032,Langmyrvegen 166,7860,SKAGE I NAMDALEN,,,5047,Overhalla,50,Trøndelag
,NO20053164,F,LANGNES MARMORBRUDD AS,971725761,Sandnesvegen 156,6490,EIDE,,,1579,Hustadvika,15,Møre og Romsdal
,NO13050986,N,Lantmannen Cerealia AS avd. Moss,973093355,Havnestredet 6,1531,MOSS,,,3103,Moss,31,Østfold
,NO13051026,IN,LANTMENNEN UNIBAKE NORWAY AS   AVD LIERSTRANDA,972036773,Industrigata 3,3414,LIERSTRANDA,32 22 95 10,,3312,Lier,33,Buskerud
,NO23053562,N,LANTMÄNNEN UNIBAKE NORWAY AS AVD LANGHUS,973075799,Berghagan 2,1405,LANGHUS,982 88 657,64 86 21 90,3207,Nordre Follo,32,Akershus
,NO18052092,O,LARS EGIL LAUTEN,972929301,Søndre Nafstad,2040,KLØFTA,,,3209,Ullensaker,32,Akershus
,NO19052903,R,LARSEN ERIK,973390473,Søtland,1860,TRØGSTAD,069825286,,3118,Indre Østfold,31,Østfold
,NO22053433,Q,LARSENG SJØTRANSPORT AS,980618838,Straumsvegen 1374,9109,KVALØYA,,,5501,Tromsø,55,Troms
,NO19052750,I,LARSENS BAKERI AS,973165569,Skånevikvegen 27,5593,SKÅNEVIK,,,4611,Etne,46,Vestland
,NO11050591,I,LARVIK MIKROBRYGGERI AS,995665905,Nedre Verksgård,3264,LARVIK,46440368,,3909,Larvik,39,Vestfold
,NO25053860,M,LASSIE OG GARFIELD AS,972261017,Storgata 38,2750,GRAN,,,3446,Gran,34,Innlandet
,NO23053475,IN,LEGA OST OG BAKST AS,924931949,Linutvegen 2,3864,RAULAND,,,4036,Vinje,40,Telemark
,NO23053475,IN,LEGA OST OG BAKST AS,924931949,Totakvegen 181,3864,RAULAND,,,4036,Vinje,40,Telemark
,NO15051526,R,LEIF ATLE NJÆRHEIM,973890751,Horpestadvegen 200,4341,BRYNE,,,1120,Klepp,11,Rogaland
,NO20053042,Q,LEIF HODNEMYR TRANSPORT AS,971883049,Postboks 9020 sørlandsparken,4696,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO18052243,N,LEIF MORTEN MATHIESEN,977987911,Iseveien 173,1739,BORGENHAUGEN,,,3105,Sarpsborg,31,Østfold
,NO18052671,N,LEIF OGNEDAL MASKIN AS,987414618,Sørbøveien 83,4150,RENNESØY,,,1103,Stavanger,11,Rogaland
,NO13051145,N,LEIF TORE JOHANSEN,972261017,Storgata 38,2750,GRAN,,,3446,Gran,34,Innlandet
,NO18052479,N,LEIRGULEN HANDEL AS,973225219,Leirgulen,6734,RUGSUND,57 79 41 36,,4648,Bremanger,46,Vestland
,NO23053500,PQTU,LEIV SAND TRANSPORT AS,971903422,Gråmyrvegen 41,7608,LEVANGER,74 08 93 90,74 09 54 36,5037,Levanger,50,Trøndelag
,NO26054443,QTU,LEIV SAND TRANSPORT AS AVD NORD,923986464,Selnesveien 267,9042,LAKSVATN,,,5532,Balsfjord,55,Troms
,NO18052148,N,LEIV TORE HAUGEN,978051626,Jonsrud,3178,VÅLE,33 06 00 04,,3905,Tønsberg,39,Vestfold
,NO18052155,NQ,LENDE TRANSPORT,999384943,Torlandsvegen 249,4365,NÆRBØ,,,1119,Hå,11,Rogaland
,NO20053059,Q,LENE ANITA ALME,,Djupåvegen 18,2870,DOKKA,,,,,,
,NO10050093,NO,LENE KRONE,982408423,Hvittingfossveien 373,3080,HOLMESTRAND,938 03 906,,3903,Holmestrand,39,Vestfold
,NO25054192,I,LERVIG AS AVD STAVANGER,921700016,Vierveien 1,4016,STAVANGER,,,1103,Stavanger,11,Rogaland
,NO21053250,I,LERØY OCEAN HARVEST AS,920770525,Rekstravegen 805,5683,REKSTEREN,,,4601,Bergen,46,Vestland
,NO22053350,N,LERØY VEST AS AVD AGA,824027722,Agavegen 154,5420,RUBBESTADNESET,,,4613,Bømlo,46,Vestland
,NO11050507,Q,LESJA BULLDOZERLAG AS,971727888,Lyftingsmo,2665,LESJA,,,3432,Lesja,34,Innlandet
,NO12050786,Q,Lesja innkjøpslag SA,980636488,,2665,LESJA,,,3432,Lesja,34,Innlandet
,NO22053441,,LEVI WOLFF,,Reitvegen 85,7609,LEVANGER,,,,,,
,NO18052154,N,LIDVIN OLAV HAGE,975331784,Kårstadvegen 28,6797,UTVIK,,,4651,Stryn,46,Vestland
,NO13051046,Q,LI-EKSPRESSEN AS,980004708,Sandvika,7882,NORDLI,74 33 79 90,74 33 79 90,5042,Lierne,50,Trøndelag
,NO19052975,I,LIENS KONDITORI AS,972085707,Frolandssenteret 2C,4820,FROLAND,37 03 85 97,,4214,Froland,42,Agder
,NO18052521,N,LIER KARL,978523382,Tjernagelvegen 617,5550,SVEIO,90723385,,4612,Sveio,46,Vestland
,NO14051408,I,LIERNE VILTFOREDLING AS,876596962,,7882,NORDLI,74337315,,5042,Lierne,50,Trøndelag
,NO20053050,O,LIFELINE AS,982650879,Grinda 2D,0861,OSLO,,,0301,Oslo kommune,03,Oslo
,NO21053203,Q,LIGHTHOUSE CHARTERING AS,999292623,Tråvik 44B,5384,TORANGSVÅG,,,4625,Austevoll,46,Vestland
,NO24053703,I,LILLEHAMMER BAKERI AS,926700243,Mesnakvartalet 15,2615,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO24053704,H,LILLEHAMMER MIKROBRYGGERI AS,912403912,Elvegata 19,2609,LILLEHAMMER,,,3405,Lillehammer,34,Innlandet
,NO15051570,R,LINA ANDAL SØRBY,913270258,Fossgata 61,3320,VESTFOSSEN,,,3314,Øvre Eiker,33,Buskerud
,NO18052449,N,LINDA LÜDEMANN,936598064,Kolomoen 319,2330,VALLSET,,ludemann.3677@gmail.com,3413,Stange,34,Innlandet
,NO18052218,N,LINE BRYN,,Fjelldalsvegen 250,3721,SKIEN,,,,,,
,NO17051783,N,LINGUA AS,972296953,Olav Magnussons veg 9,7046,TRONDHEIM,,,5001,Trondheim,50,Trøndelag
,NO24053657,I,LOFOTEN BIOMARINE AS,927307669,Røstnesvågen 26,8063,VÆRØY,,,1857,Værøy,18,Nordland
,NO26054235,R,LOFOTHONNING - JOHANSENS ARKTISKE BIRØKT,829877562,Nygårdsbakken 20,8370,LEKNES,,,1860,Vestvågøy,18,Nordland
,NO14051409,I,LOFOTPILS AS,999486177,Fiskergata 36,8300,SVOLVÆR,,,1865,Vågan,18,Nordland
,NO13051131,Q,LOGI TRANS AS,984061285,Plattformvegen 5,4056,TANANGER,,,1124,Sola,11,Rogaland
,NO18052059,O,LOGREKLINIKKEN AS,980750922,Flaggstangåsen 4,1455,NORDRE FROGN,90 10 00 64,,3214,Frogn,32,Akershus
,NO16051621,P,Longvagruppen AS,914247802,Gangstøvikvegen 138,6009,ÅLESUND,,,1508,Ålesund,15,Møre og Romsdal
,NO25053878,Q,LOTTA KRISTENSEN,933278875,Borkhus 7,9518,ALTA,,,5601,Alta,56,Finnmark
,NO16051615,N,LOUISE ALMLUND,887822972,Storlidalsvegen 138,7342,LØNSET,,,5021,Oppdal,50,Trøndelag
,NO11050653,Q,LR Transport AS,971833459,Føykåsveien 8,3213,Sandefjord,,,3907,Sandefjord,39,Vestfold
,NO11050756,Q,LRN AGRO-TRANSPORT AS,981363949,Slåttmyrvegen 19,2390,MOELV,,,3411,Ringsaker,34,Innlandet
,NO13050989,Q,LRN TRANSPORT AS,878651332,Thomasdalen 14,2818,GJØVIK,,,3443,Vestre Toten,34,Innlandet
,NO18052682,MO,LT HEST LIV-TONE GJESTVANG PEDERSE,825644202,Ruengutua 50,2850,LENA,,,3442,Østre Toten,34,Innlandet
,NO19052940,N,Luis Maza Villarroel,,Kopparleden 6078,2555,TUFSINGDALEN,,,,,,
,NO20053148,N,LUND AGRO AS,991205268,Skalleåsvn. 297,1892,DEGERNES,,,3120,Rakkestad,31,Østfold
,NO16051600,R,LUND ARNE,973783106,Holtevegen 197,2846,BØVERBRU,,,3443,Vestre Toten,34,Innlandet
,NO18051955,Q,LUNDER AS,985366934,Frøyhovalléen 36,1929,AULI,,,3228,Nes,32,Akershus
,NO13051085,Q,LURE AS,971903589,Kongsvingervegen 1862,2160,VORMSUND,,,3228,Nes,32,Akershus
,NO13051077,Q,LURÅS OLAV J,973293192,Ådalen 4,3650,TINN AUSTBYGD,35 09 86 33,,4026,Tinn,40,Telemark
,NO19052794,N,LUXZ SPORTHORSES,919944803,Aremarkveien 1522,1798,AREMARK,,,3124,Aremark,31,Østfold
,NO20053118,MO,LØVSTAD HESTESPORT,824919682,Molandsveien 39,4846,ARENDAL,,,4203,Arendal,42,Agder
,NO12050783,PQ,M M ØVREBØ AS  GODS,973168584,SVEEN,6977,BYGSTAD,,,4647,Sunnfjord,46,Vestland
,NO25053882,I,M MARCUSSEN EFTF AS AVD BAKERI GAUPEVEIEN,974092379,Gaupeveien 46,3160,STOKKE,33336224,33336830,3907,Sandefjord,39,Vestfold
,NO12050890,H,MAARUD AS AVD DISENÅ,873125632,Maarudvegen 130,2114,DISENÅ,62 96 82 00,62 96 82 50,3415,Sør-Odal,34,Innlandet
,NO18052488,N,MAC MASKINER AS,917027439,c/o Paul Waadal,7710,SPARBU,,,5006,Steinkjer,50,Trøndelag
,NO24053778,H,MACK ISNES,924864907,Mingeveien 231,1708,SARPSBORG,,arienilsen@outlook.com,3105,Sarpsborg,31,Østfold
,NO24053772,N,MACKS ØLBRYGGERI AS PRODUKSJON NORDKJOSBOTN,999313639,Industriveien 20,9040,NORDKJOSBOTN,,,5532,Balsfjord,55,Troms
,NO17051939,N,MADLA HANDELSLAG SA AVD 10 S-VAREHUS,973153153,Madlakrossen 7,4042,HAFRSFJORD,51933000/50,51,1103,Stavanger,11,Rogaland
,NO23053467,N,MADLA HANDELSLAG SA COOP MEGA TANANGER,929821963,Risavika Havnering 12A,4056,TANANGER,,,1124,Sola,11,Rogaland
,NO19052968,M,MAGNHILD BRUUN,,Ekservegen 1,6631,BATNFJORDSØRA,,,,,,
,NO18052083,N,Maj-Rita Bendiksen Paulusma,977964008,Gåraveien 192,9475,BORKENES,77 09 37 80,,5510,Kvæfjord,55,Troms
,NO19052729,O,MALERBRØDRENE AS,818664052,Øvre Smestadvei 46,0378,OSLO,,,0301,Oslo kommune,03,Oslo
,NO26054231,MN,MALTO HUNDETRENING,936862314,Statsråd Ihlens vei 74D,1465,STRØMMEN,,,3205,Lillestrøm,32,Akershus
