cell_id,profile_id,aggregation_class,geography_id,geography_label,axis_bindings_json,value_chain_stage_id,value_chain_stage_label,domain_id,domain_label,legacy_field_id,legacy_field_label,cell_tier,parent_cell_id,child_dimension_bindings_json,child_specification_state,required_child_dimensions_json,required_child_cell_ids_json,required_units_json,system_boundary_question,population_definition_json,required_readiness_profile,taxonomy_version,active
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=processing.ingredient_production,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.ingredient_production""}]",stage.processing.ingredient_production,Ingredient production,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=processing.initial_processing,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.initial_processing""}]",stage.processing.initial_processing,Initial processing,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=processing.packaging,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.packaging""}]",stage.processing.packaging,Packaging,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.biological_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.biological_recovery""}]",stage.return_flows.biological_recovery,Biological recovery,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.collection_sorting,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.collection_sorting""}]",stage.return_flows.collection_sorting,Collection and sorting,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.disposal,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.disposal""}]",stage.return_flows.disposal,Disposal,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.energy_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.energy_recovery""}]",stage.return_flows.energy_recovery,Energy recovery,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.loss_waste_generation,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.loss_waste_generation""}]",stage.return_flows.loss_waste_generation,Loss and waste generation,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.material_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.material_recovery""}]",stage.return_flows.material_recovery,Material recovery,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=return_flows.nutrient_return,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.nutrient_return""}]",stage.return_flows.nutrient_return,Nutrient return,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=system_wide,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.system_wide""}]",stage.system_wide,System-wide,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=system_boundaries.value_chain_stages=consumption.commercial_meals,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.system_boundaries""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.commercial_meals""}]",stage.consumption.commercial_meals,Commercial meals,domain.system_boundaries,System boundaries and function,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=system_boundaries.value_chain_stages=consumption.household,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.system_boundaries""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.household""}]",stage.consumption.household,Household consumption,domain.system_boundaries,System boundaries and function,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=system_boundaries.value_chain_stages=consumption.public_meals,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.system_boundaries""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.public_meals""}]",stage.consumption.public_meals,Public meals,domain.system_boundaries,System boundaries and function,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=system_boundaries.value_chain_stages=distribution.cold_chain,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.system_boundaries""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.cold_chain""}]",stage.distribution.cold_chain,Cold chain,domain.system_boundaries,System boundaries and function,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=system_boundaries.value_chain_stages=distribution.storage,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.system_boundaries""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.storage""}]",stage.distribution.storage,Storage,domain.system_boundaries,System boundaries and function,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
