source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/URN_NBN_fi_jyu-202404243036.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5ac4298e94-urn-nbn-fi-jyu-202404243036.pdf,07_Academic_Research_And_Theses,URN_NBN_fi_jyu-202404243036.pdf,Väitöskirjapohja,Väitöskirjapohja,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-–-palegg-om-opphor-av-overtredelse-.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/30ffb8293a-v2024-4-offentlig-versjon-coop-norge-sa-norgesgruppen-asa-rema-1000-as-palegg-om-opphor-av-overtredelse.pdf,07_Academic_Research_And_Theses,V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-–-palegg-om-opphor-av-overtredelse-.pdf,Microsoft Word - SisteRettingFigTabRødLillaBlåGrønn TEKST sladdetUtkast til offentlig versjon av Vedtak V2024-4 til apoteksjekk,Microsoft Word - SisteRettingFigTabRødLillaBlåGrønn TEKST sladdetUtkast til offentlig versjon av Vedtak V2024-4 til apoteksjekk,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; academic folder defaults to source material unless thesis/report is explicit. Caution: current imported title still looks like a word-export artifact.,title is formatted like a web or page capture | academic folder defaults to source material unless thesis/report is explicit,current imported title still looks like a word-export artifact,6,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Virkninger-av-kostholdstiltak_Menon-Economics-2006.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/c0ce48f675-virkninger-av-kostholdstiltak-menon-economics-2006.pdf,07_Academic_Research_And_Theses,Virkninger-av-kostholdstiltak_Menon-Economics-2006.pdf,Virkninger av kostholdstiltak Menon Economics 2006,Virkninger av kostholdstiltak Menon Economics 2006,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/virksomhetsanalysenorgessjomatrad.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/d7dd528ae9-virksomhetsanalysenorgessjomatrad.pdf,07_Academic_Research_And_Theses,virksomhetsanalysenorgessjomatrad.pdf,virksomhetsanalysenorgessjomatrad,virksomhetsanalysenorgessjomatrad,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/f67beadf32-billund-aquaculture-bankruptcy-factsheet-201509.pdf,08_Food_Security_Agriculture_And_Seafood,Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf,Billund Aquaculture | Bankruptcy | Factsheet 201509,Billund Aquaculture | Bankruptcy | Factsheet 201509,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename uses factsheet language; title/filename uses bankruptcy news language; title is formatted like a web or page capture.,title/filename uses factsheet language | title/filename uses bankruptcy news language | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,17,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/d41699f43b-billund-aquaculture-to-declare-bankruptcy-amid-financial-challenges-rastech-magazinerastech-magazine.pdf,08_Food_Security_Agriculture_And_Seafood,Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf,Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine,Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references RASTECH Magazine; title/filename uses magazine language; title/filename uses bankruptcy news language.,title/filename references RASTECH Magazine | title/filename uses magazine language | title/filename uses bankruptcy news language | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,27,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forsiden - NCCE.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/3392a53576-forsiden-ncce.pdf,08_Food_Security_Agriculture_And_Seafood,Forsiden - NCCE.pdf,Forsiden - NCCE,Forsiden - NCCE,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title/filename looks like a front-page capture; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename looks like a front-page capture | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,12,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/73e577ffb7-ikkje-lett-a-bli-klok-pa-sj-lvforsyning-nibio.pdf,08_Food_Security_Agriculture_And_Seafood,Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf,Ikkje lett å bli klok på sjølvforsyning - Nibio,Ikkje lett å bli klok på sjølvforsyning - Nibio,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,5,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/ef11d3b8fe-importvern-til-godkjenning-sensurert-adobe.pdf,08_Food_Security_Agriculture_And_Seafood,importvern_til_godkjenning---sensurert-adobe.pdf,importvern til godkjenning sensurert adobe,importvern til godkjenning sensurert adobe,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/328a258340-klimakrisen-presser-norske-b-nder-framtiden-i-vare-hender.pdf,08_Food_Security_Agriculture_And_Seafood,Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf,Klimakrisen presser norske bønder | Framtiden i våre hender,Klimakrisen presser norske bønder | Framtiden i våre hender,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,5,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/kvotesystemet_i_kyst_og_havfisket.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/4e30cb11bd-kvotesystemet-i-kyst-og-havfisket.pdf,08_Food_Security_Agriculture_And_Seafood,kvotesystemet_i_kyst_og_havfisket.pdf,kvotesystemet i kyst og havfisket,kvotesystemet i kyst og havfisket,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Lite kunnskap om hva laksen spiser _ Nofima.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/66ffa02868-lite-kunnskap-om-hva-laksen-spiser-nofima.pdf,08_Food_Security_Agriculture_And_Seafood,Lite kunnskap om hva laksen spiser _ Nofima.pdf,Lite kunnskap om hva laksen spiser | Nofima,Lite kunnskap om hva laksen spiser | Nofima,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references Nofima; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references Nofima | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/15bc81bae0-livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,08_Food_Security_Agriculture_And_Seafood,livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,"Livsmedelsberedskap för en ny tid, SOU 2024:8","Livsmedelsberedskap för en ny tid, SOU 2024:8",import_summary,,report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: title/filename contains an SOU official-report marker; review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,title/filename contains an SOU official-report marker | review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,13,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/1d1cfb1ad8-mat-og-produksjon-norsk-bonde-og-smabrukarlag-norsk-bonde-og-smabrukarlag.pdf,08_Food_Security_Agriculture_And_Seafood,Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf,Mat og produksjon - Norsk Bonde- og Småbrukarlag | Norsk Bonde- og Småbrukarlag,Mat og produksjon - Norsk Bonde- og Småbrukarlag | Norsk Bonde- og Småbrukarlag,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,5,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matkjedene skviser bonden _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/94590aefd6-matkjedene-skviser-bonden-framtiden-i-vare-hender.pdf,08_Food_Security_Agriculture_And_Seafood,Matkjedene skviser bonden _ Framtiden i våre hender.pdf,Matkjedene skviser bonden | Framtiden i våre hender,Matkjedene skviser bonden | Framtiden i våre hender,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,5,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
